carnet,nombre,carrera,departamento,promedio
EST038342,Estudiante 38342,Arquitectura,Santa Ana,7.08
EST038343,Estudiante 38343,Ingeniería Industrial,La Libertad,5.88
EST038344,Estudiante 38344,Arquitectura,San Salvador,6.24
EST038345,Estudiante 38345,Administración,La Libertad,5.94
EST038346,Estudiante 38346,Contaduría,San Miguel,5.43
EST038347,Estudiante 38347,Arquitectura,La Libertad,8.05
EST038348,Estudiante 38348,Contaduría,San Salvador,7.97
EST038349,Estudiante 38349,Arquitectura,Sonsonate,7.3
EST038350,Estudiante 38350,Administración,Santa Ana,9.07
EST038351,Estudiante 38351,Administración,La Libertad,9.26
EST038352,Estudiante 38352,Contaduría,Sonsonate,8.28
EST038353,Estudiante 38353,Contaduría,La Libertad,5.98
EST038354,Estudiante 38354,Ingeniería en Sistemas,San Salvador,9.46
EST038355,Estudiante 38355,Arquitectura,La Libertad,9.84
EST038356,Estudiante 38356,Ingeniería en Sistemas,La Libertad,6.75
EST038357,Estudiante 38357,Arquitectura,San Miguel,6.93
EST038358,Estudiante 38358,Ingeniería en Sistemas,La Libertad,9.52
EST038359,Estudiante 38359,Administración,San Salvador,7.09
EST038360,Estudiante 38360,Contaduría,La Libertad,6.45
EST038361,Estudiante 38361,Contaduría,Santa Ana,9.6
EST038362,Estudiante 38362,Ingeniería en Sistemas,La Libertad,8.19
EST038363,Estudiante 38363,Arquitectura,San Miguel,7.96
EST038364,Estudiante 38364,Arquitectura,Sonsonate,6.99
EST038365,Estudiante 38365,Ingeniería en Sistemas,La Libertad,7.61
EST038366,Estudiante 38366,Ingeniería en Sistemas,San Miguel,8.21
EST038367,Estudiante 38367,Ingeniería Industrial,Santa Ana,5.01
EST038368,Estudiante 38368,Administración,San Miguel,6.13
EST038369,Estudiante 38369,Contaduría,Santa Ana,6.96
EST038370,Estudiante 38370,Ingeniería en Sistemas,Santa Ana,7.43
EST038371,Estudiante 38371,Arquitectura,San Miguel,7.12
EST038372,Estudiante 38372,Ingeniería Industrial,La Libertad,5.72
EST038373,Estudiante 38373,Arquitectura,San Miguel,6.15
EST038374,Estudiante 38374,Arquitectura,Sonsonate,5.36
EST038375,Estudiante 38375,Ingeniería en Sistemas,San Miguel,9.23
EST038376,Estudiante 38376,Ingeniería en Sistemas,San Salvador,7.26
EST038377,Estudiante 38377,Ingeniería en Sistemas,Sonsonate,6.0
EST038378,Estudiante 38378,Contaduría,La Libertad,5.14
EST038379,Estudiante 38379,Administración,San Salvador,8.19
EST038380,Estudiante 38380,Ingeniería en Sistemas,San Salvador,9.0
EST038381,Estudiante 38381,Administración,San Salvador,5.79
EST038382,Estudiante 38382,Ingeniería Industrial,La Libertad,8.49
EST038383,Estudiante 38383,Ingeniería en Sistemas,Santa Ana,6.25
EST038384,Estudiante 38384,Administración,San Salvador,7.63
EST038385,Estudiante 38385,Ingeniería Industrial,San Miguel,6.22
EST038386,Estudiante 38386,Ingeniería Industrial,La Libertad,5.7
EST038387,Estudiante 38387,Ingeniería Industrial,San Miguel,6.78
EST038388,Estudiante 38388,Arquitectura,Santa Ana,7.19
EST038389,Estudiante 38389,Arquitectura,San Salvador,6.41
EST038390,Estudiante 38390,Ingeniería Industrial,La Libertad,7.97
EST038391,Estudiante 38391,Arquitectura,San Miguel,6.78
EST038392,Estudiante 38392,Contaduría,La Libertad,9.65
EST038393,Estudiante 38393,Contaduría,San Miguel,7.08
EST038394,Estudiante 38394,Ingeniería en Sistemas,Santa Ana,5.46
EST038395,Estudiante 38395,Ingeniería en Sistemas,San Salvador,9.4
EST038396,Estudiante 38396,Arquitectura,San Miguel,6.37
EST038397,Estudiante 38397,Administración,Santa Ana,6.85
EST038398,Estudiante 38398,Ingeniería Industrial,Santa Ana,9.9
EST038399,Estudiante 38399,Contaduría,San Salvador,8.76
EST038400,Estudiante 38400,Ingeniería Industrial,San Salvador,5.48
EST038401,Estudiante 38401,Contaduría,San Salvador,8.93
EST038402,Estudiante 38402,Administración,San Miguel,6.37
EST038403,Estudiante 38403,Ingeniería en Sistemas,La Libertad,5.22
EST038404,Estudiante 38404,Ingeniería Industrial,San Salvador,7.93
EST038405,Estudiante 38405,Contaduría,San Salvador,7.16
EST038406,Estudiante 38406,Ingeniería Industrial,Sonsonate,7.97
EST038407,Estudiante 38407,Arquitectura,San Salvador,7.28
EST038408,Estudiante 38408,Arquitectura,Santa Ana,5.72
EST038409,Estudiante 38409,Arquitectura,Santa Ana,5.55
EST038410,Estudiante 38410,Ingeniería Industrial,La Libertad,8.87
EST038411,Estudiante 38411,Arquitectura,Santa Ana,6.58
EST038412,Estudiante 38412,Contaduría,San Miguel,8.15
EST038413,Estudiante 38413,Ingeniería Industrial,San Miguel,5.64
EST038414,Estudiante 38414,Arquitectura,Santa Ana,5.6
EST038415,Estudiante 38415,Ingeniería en Sistemas,Santa Ana,9.51
EST038416,Estudiante 38416,Ingeniería en Sistemas,San Salvador,6.65
EST038417,Estudiante 38417,Arquitectura,San Salvador,9.73
EST038418,Estudiante 38418,Contaduría,San Salvador,8.17
EST038419,Estudiante 38419,Ingeniería Industrial,San Miguel,5.28
EST038420,Estudiante 38420,Contaduría,Santa Ana,8.4
EST038421,Estudiante 38421,Contaduría,San Salvador,10.0
EST038422,Estudiante 38422,Ingeniería en Sistemas,La Libertad,9.45
EST038423,Estudiante 38423,Ingeniería Industrial,Sonsonate,5.84
EST038424,Estudiante 38424,Ingeniería Industrial,La Libertad,9.54
EST038425,Estudiante 38425,Arquitectura,La Libertad,5.67
EST038426,Estudiante 38426,Ingeniería en Sistemas,San Miguel,5.08
EST038427,Estudiante 38427,Arquitectura,San Miguel,8.08
EST038428,Estudiante 38428,Ingeniería en Sistemas,San Salvador,6.81
EST038429,Estudiante 38429,Contaduría,La Libertad,7.06
EST038430,Estudiante 38430,Arquitectura,La Libertad,7.25
EST038431,Estudiante 38431,Ingeniería en Sistemas,La Libertad,8.7
EST038432,Estudiante 38432,Arquitectura,Santa Ana,5.43
EST038433,Estudiante 38433,Arquitectura,San Miguel,7.48
EST038434,Estudiante 38434,Arquitectura,Santa Ana,8.29
EST038435,Estudiante 38435,Ingeniería en Sistemas,San Miguel,5.08
EST038436,Estudiante 38436,Contaduría,San Miguel,6.5
EST038437,Estudiante 38437,Arquitectura,San Salvador,8.4
EST038438,Estudiante 38438,Contaduría,Sonsonate,8.9
EST038439,Estudiante 38439,Administración,San Miguel,5.77
EST038440,Estudiante 38440,Ingeniería Industrial,Sonsonate,7.21
EST038441,Estudiante 38441,Administración,Santa Ana,8.28
EST038442,Estudiante 38442,Contaduría,San Miguel,5.35
EST038443,Estudiante 38443,Contaduría,Santa Ana,8.79
EST038444,Estudiante 38444,Ingeniería en Sistemas,Sonsonate,6.02
EST038445,Estudiante 38445,Ingeniería en Sistemas,Sonsonate,8.51
EST038446,Estudiante 38446,Ingeniería en Sistemas,La Libertad,8.07
EST038447,Estudiante 38447,Administración,Santa Ana,5.97
EST038448,Estudiante 38448,Contaduría,San Miguel,5.18
EST038449,Estudiante 38449,Ingeniería en Sistemas,San Salvador,9.07
EST038450,Estudiante 38450,Arquitectura,San Miguel,8.45
EST038451,Estudiante 38451,Administración,San Salvador,9.39
EST038452,Estudiante 38452,Ingeniería Industrial,La Libertad,7.58
EST038453,Estudiante 38453,Administración,Santa Ana,9.32
EST038454,Estudiante 38454,Ingeniería Industrial,San Salvador,7.47
EST038455,Estudiante 38455,Arquitectura,Santa Ana,9.74
EST038456,Estudiante 38456,Administración,Sonsonate,8.28
EST038457,Estudiante 38457,Ingeniería en Sistemas,San Miguel,6.73
EST038458,Estudiante 38458,Administración,San Miguel,9.78
EST038459,Estudiante 38459,Administración,La Libertad,9.43
EST038460,Estudiante 38460,Administración,Sonsonate,9.31
EST038461,Estudiante 38461,Administración,San Salvador,7.92
EST038462,Estudiante 38462,Ingeniería en Sistemas,San Salvador,8.4
EST038463,Estudiante 38463,Administración,San Salvador,7.81
EST038464,Estudiante 38464,Arquitectura,La Libertad,9.82
EST038465,Estudiante 38465,Ingeniería Industrial,Santa Ana,5.93
EST038466,Estudiante 38466,Arquitectura,La Libertad,6.67
EST038467,Estudiante 38467,Ingeniería en Sistemas,Santa Ana,9.23
EST038468,Estudiante 38468,Administración,San Salvador,5.29
EST038469,Estudiante 38469,Contaduría,San Salvador,5.26
EST038470,Estudiante 38470,Contaduría,San Miguel,9.32
EST038471,Estudiante 38471,Administración,San Salvador,5.71
EST038472,Estudiante 38472,Ingeniería Industrial,Santa Ana,5.15
EST038473,Estudiante 38473,Arquitectura,La Libertad,8.49
EST038474,Estudiante 38474,Arquitectura,Sonsonate,9.66
EST038475,Estudiante 38475,Ingeniería Industrial,San Salvador,8.25
EST038476,Estudiante 38476,Contaduría,San Miguel,8.6
EST038477,Estudiante 38477,Arquitectura,La Libertad,7.84
EST038478,Estudiante 38478,Arquitectura,Santa Ana,5.7
EST038479,Estudiante 38479,Arquitectura,San Miguel,6.06
EST038480,Estudiante 38480,Arquitectura,San Miguel,7.82
EST038481,Estudiante 38481,Contaduría,Santa Ana,7.41
EST038482,Estudiante 38482,Ingeniería Industrial,Santa Ana,6.23
EST038483,Estudiante 38483,Contaduría,Santa Ana,5.64
EST038484,Estudiante 38484,Administración,San Salvador,6.03
EST038485,Estudiante 38485,Ingeniería en Sistemas,San Salvador,8.55
EST038486,Estudiante 38486,Contaduría,San Miguel,7.75
EST038487,Estudiante 38487,Arquitectura,San Miguel,6.46
EST038488,Estudiante 38488,Administración,La Libertad,8.81
EST038489,Estudiante 38489,Contaduría,San Miguel,9.99
EST038490,Estudiante 38490,Arquitectura,San Salvador,8.96
EST038491,Estudiante 38491,Ingeniería en Sistemas,San Miguel,7.51
EST038492,Estudiante 38492,Contaduría,Santa Ana,6.07
EST038493,Estudiante 38493,Arquitectura,San Salvador,8.23
EST038494,Estudiante 38494,Contaduría,San Salvador,6.25
EST038495,Estudiante 38495,Ingeniería en Sistemas,La Libertad,6.51
EST038496,Estudiante 38496,Contaduría,San Salvador,9.29
EST038497,Estudiante 38497,Contaduría,La Libertad,5.32
EST038498,Estudiante 38498,Ingeniería Industrial,La Libertad,5.43
EST038499,Estudiante 38499,Arquitectura,Sonsonate,7.5
EST038500,Estudiante 38500,Administración,Sonsonate,8.98
EST038501,Estudiante 38501,Arquitectura,San Salvador,7.96
EST038502,Estudiante 38502,Arquitectura,San Miguel,9.65
EST038503,Estudiante 38503,Contaduría,San Salvador,8.4
EST038504,Estudiante 38504,Ingeniería en Sistemas,La Libertad,9.02
EST038505,Estudiante 38505,Administración,San Miguel,9.67
EST038506,Estudiante 38506,Administración,Santa Ana,8.67
EST038507,Estudiante 38507,Administración,San Miguel,9.99
EST038508,Estudiante 38508,Arquitectura,Santa Ana,6.47
EST038509,Estudiante 38509,Ingeniería Industrial,San Miguel,9.24
EST038510,Estudiante 38510,Arquitectura,Sonsonate,5.48
EST038511,Estudiante 38511,Arquitectura,San Miguel,9.42
EST038512,Estudiante 38512,Ingeniería Industrial,Sonsonate,9.99
EST038513,Estudiante 38513,Arquitectura,San Miguel,7.4
EST038514,Estudiante 38514,Ingeniería en Sistemas,La Libertad,6.14
EST038515,Estudiante 38515,Ingeniería Industrial,San Salvador,6.79
EST038516,Estudiante 38516,Ingeniería Industrial,La Libertad,5.78
EST038517,Estudiante 38517,Administración,Santa Ana,7.61
EST038518,Estudiante 38518,Arquitectura,San Miguel,7.52
EST038519,Estudiante 38519,Ingeniería en Sistemas,San Miguel,5.52
EST038520,Estudiante 38520,Contaduría,San Miguel,8.01
EST038521,Estudiante 38521,Administración,La Libertad,7.14
EST038522,Estudiante 38522,Administración,La Libertad,6.77
EST038523,Estudiante 38523,Administración,San Salvador,6.96
EST038524,Estudiante 38524,Contaduría,San Miguel,8.59
EST038525,Estudiante 38525,Ingeniería Industrial,La Libertad,9.71
EST038526,Estudiante 38526,Contaduría,Sonsonate,6.57
EST038527,Estudiante 38527,Administración,Santa Ana,5.32
EST038528,Estudiante 38528,Ingeniería en Sistemas,La Libertad,8.73
EST038529,Estudiante 38529,Arquitectura,La Libertad,7.09
EST038530,Estudiante 38530,Arquitectura,Sonsonate,6.22
EST038531,Estudiante 38531,Ingeniería en Sistemas,La Libertad,5.92
EST038532,Estudiante 38532,Arquitectura,San Salvador,8.52
EST038533,Estudiante 38533,Contaduría,La Libertad,8.61
EST038534,Estudiante 38534,Contaduría,La Libertad,8.34
EST038535,Estudiante 38535,Ingeniería Industrial,La Libertad,6.77
EST038536,Estudiante 38536,Ingeniería en Sistemas,Sonsonate,8.41
EST038537,Estudiante 38537,Ingeniería Industrial,Sonsonate,5.22
EST038538,Estudiante 38538,Contaduría,San Salvador,7.72
EST038539,Estudiante 38539,Ingeniería Industrial,Santa Ana,9.49
EST038540,Estudiante 38540,Ingeniería Industrial,La Libertad,6.75
EST038541,Estudiante 38541,Contaduría,Sonsonate,5.25
EST038542,Estudiante 38542,Arquitectura,Santa Ana,9.77
EST038543,Estudiante 38543,Ingeniería en Sistemas,Santa Ana,7.94
EST038544,Estudiante 38544,Arquitectura,Santa Ana,5.32
EST038545,Estudiante 38545,Ingeniería Industrial,La Libertad,9.11
EST038546,Estudiante 38546,Administración,Sonsonate,8.77
EST038547,Estudiante 38547,Ingeniería Industrial,La Libertad,5.83
EST038548,Estudiante 38548,Ingeniería Industrial,San Salvador,6.64
EST038549,Estudiante 38549,Ingeniería en Sistemas,San Salvador,6.52
EST038550,Estudiante 38550,Ingeniería en Sistemas,San Salvador,7.46
EST038551,Estudiante 38551,Ingeniería Industrial,San Miguel,6.3
EST038552,Estudiante 38552,Administración,Sonsonate,8.36
EST038553,Estudiante 38553,Ingeniería Industrial,San Salvador,7.19
EST038554,Estudiante 38554,Administración,San Salvador,7.93
EST038555,Estudiante 38555,Ingeniería en Sistemas,Sonsonate,6.19
EST038556,Estudiante 38556,Ingeniería en Sistemas,Sonsonate,8.1
EST038557,Estudiante 38557,Ingeniería en Sistemas,San Miguel,5.36
EST038558,Estudiante 38558,Administración,Sonsonate,9.38
EST038559,Estudiante 38559,Administración,San Miguel,9.56
EST038560,Estudiante 38560,Ingeniería en Sistemas,Santa Ana,5.93
EST038561,Estudiante 38561,Arquitectura,San Salvador,7.63
EST038562,Estudiante 38562,Administración,Santa Ana,7.28
EST038563,Estudiante 38563,Arquitectura,San Salvador,7.05
EST038564,Estudiante 38564,Contaduría,San Miguel,8.3
EST038565,Estudiante 38565,Ingeniería en Sistemas,Sonsonate,7.9
EST038566,Estudiante 38566,Administración,La Libertad,6.99
EST038567,Estudiante 38567,Administración,San Miguel,9.15
EST038568,Estudiante 38568,Administración,San Salvador,6.73
EST038569,Estudiante 38569,Administración,Santa Ana,9.06
EST038570,Estudiante 38570,Contaduría,La Libertad,9.74
EST038571,Estudiante 38571,Ingeniería Industrial,San Salvador,5.96
EST038572,Estudiante 38572,Ingeniería Industrial,Santa Ana,7.3
EST038573,Estudiante 38573,Arquitectura,San Salvador,5.68
EST038574,Estudiante 38574,Ingeniería en Sistemas,San Miguel,6.73
EST038575,Estudiante 38575,Ingeniería en Sistemas,Sonsonate,7.87
EST038576,Estudiante 38576,Ingeniería en Sistemas,San Miguel,8.75
EST038577,Estudiante 38577,Ingeniería en Sistemas,San Miguel,5.3
EST038578,Estudiante 38578,Administración,Santa Ana,9.37
EST038579,Estudiante 38579,Contaduría,Sonsonate,5.35
EST038580,Estudiante 38580,Contaduría,Santa Ana,5.86
EST038581,Estudiante 38581,Arquitectura,San Miguel,5.6
EST038582,Estudiante 38582,Ingeniería Industrial,San Miguel,6.85
EST038583,Estudiante 38583,Ingeniería Industrial,Sonsonate,5.22
EST038584,Estudiante 38584,Administración,San Miguel,8.84
EST038585,Estudiante 38585,Contaduría,La Libertad,5.29
EST038586,Estudiante 38586,Ingeniería Industrial,La Libertad,9.33
EST038587,Estudiante 38587,Arquitectura,La Libertad,9.8
EST038588,Estudiante 38588,Contaduría,San Salvador,8.86
EST038589,Estudiante 38589,Ingeniería Industrial,Sonsonate,7.33
EST038590,Estudiante 38590,Contaduría,La Libertad,5.56
EST038591,Estudiante 38591,Arquitectura,Sonsonate,6.96
EST038592,Estudiante 38592,Ingeniería Industrial,San Miguel,9.54
EST038593,Estudiante 38593,Contaduría,Sonsonate,9.65
EST038594,Estudiante 38594,Ingeniería Industrial,San Salvador,8.38
EST038595,Estudiante 38595,Ingeniería en Sistemas,San Miguel,9.03
EST038596,Estudiante 38596,Arquitectura,La Libertad,9.31
EST038597,Estudiante 38597,Contaduría,Santa Ana,8.91
EST038598,Estudiante 38598,Ingeniería en Sistemas,San Salvador,5.83
EST038599,Estudiante 38599,Arquitectura,La Libertad,5.55
EST038600,Estudiante 38600,Ingeniería en Sistemas,San Miguel,7.58
EST038601,Estudiante 38601,Ingeniería en Sistemas,La Libertad,8.37
EST038602,Estudiante 38602,Ingeniería en Sistemas,San Miguel,7.57
EST038603,Estudiante 38603,Administración,Sonsonate,7.43
EST038604,Estudiante 38604,Contaduría,San Miguel,5.72
EST038605,Estudiante 38605,Ingeniería en Sistemas,San Miguel,6.04
EST038606,Estudiante 38606,Ingeniería Industrial,La Libertad,6.24
EST038607,Estudiante 38607,Contaduría,Santa Ana,8.14
EST038608,Estudiante 38608,Contaduría,Santa Ana,8.27
EST038609,Estudiante 38609,Administración,La Libertad,9.13
EST038610,Estudiante 38610,Ingeniería Industrial,Santa Ana,7.11
EST038611,Estudiante 38611,Ingeniería en Sistemas,San Salvador,8.34
EST038612,Estudiante 38612,Contaduría,San Miguel,9.3
EST038613,Estudiante 38613,Contaduría,Santa Ana,9.5
EST038614,Estudiante 38614,Arquitectura,San Miguel,9.74
EST038615,Estudiante 38615,Contaduría,Sonsonate,7.45
EST038616,Estudiante 38616,Ingeniería en Sistemas,San Salvador,9.85
EST038617,Estudiante 38617,Contaduría,San Miguel,7.51
EST038618,Estudiante 38618,Contaduría,San Miguel,5.46
EST038619,Estudiante 38619,Ingeniería en Sistemas,San Salvador,5.41
EST038620,Estudiante 38620,Ingeniería Industrial,Sonsonate,7.41
EST038621,Estudiante 38621,Arquitectura,San Miguel,9.62
EST038622,Estudiante 38622,Arquitectura,Santa Ana,5.85
EST038623,Estudiante 38623,Ingeniería Industrial,San Miguel,6.21
EST038624,Estudiante 38624,Ingeniería Industrial,Santa Ana,7.79
EST038625,Estudiante 38625,Administración,Santa Ana,5.43
EST038626,Estudiante 38626,Ingeniería Industrial,La Libertad,5.45
EST038627,Estudiante 38627,Administración,San Miguel,5.96
EST038628,Estudiante 38628,Arquitectura,La Libertad,9.9
EST038629,Estudiante 38629,Ingeniería en Sistemas,Santa Ana,6.1
EST038630,Estudiante 38630,Ingeniería Industrial,Sonsonate,8.07
EST038631,Estudiante 38631,Administración,La Libertad,7.76
EST038632,Estudiante 38632,Ingeniería en Sistemas,San Salvador,9.42
EST038633,Estudiante 38633,Arquitectura,San Salvador,5.82
EST038634,Estudiante 38634,Contaduría,San Miguel,9.99
EST038635,Estudiante 38635,Contaduría,Santa Ana,7.48
EST038636,Estudiante 38636,Ingeniería en Sistemas,San Miguel,7.64
EST038637,Estudiante 38637,Ingeniería Industrial,San Miguel,8.56
EST038638,Estudiante 38638,Arquitectura,Santa Ana,6.65
EST038639,Estudiante 38639,Administración,Sonsonate,7.07
EST038640,Estudiante 38640,Ingeniería en Sistemas,San Miguel,9.04
EST038641,Estudiante 38641,Contaduría,Sonsonate,9.8
EST038642,Estudiante 38642,Arquitectura,San Salvador,6.05
EST038643,Estudiante 38643,Contaduría,San Salvador,7.31
EST038644,Estudiante 38644,Ingeniería Industrial,San Salvador,5.76
EST038645,Estudiante 38645,Administración,Santa Ana,8.94
EST038646,Estudiante 38646,Ingeniería Industrial,La Libertad,9.48
EST038647,Estudiante 38647,Administración,La Libertad,6.48
EST038648,Estudiante 38648,Contaduría,Sonsonate,6.66
EST038649,Estudiante 38649,Arquitectura,San Salvador,8.06
EST038650,Estudiante 38650,Administración,La Libertad,7.63
EST038651,Estudiante 38651,Contaduría,Santa Ana,8.02
EST038652,Estudiante 38652,Ingeniería Industrial,La Libertad,7.81
EST038653,Estudiante 38653,Contaduría,Santa Ana,6.71
EST038654,Estudiante 38654,Contaduría,La Libertad,8.08
EST038655,Estudiante 38655,Contaduría,Sonsonate,6.57
EST038656,Estudiante 38656,Ingeniería Industrial,Sonsonate,5.83
EST038657,Estudiante 38657,Administración,La Libertad,6.55
EST038658,Estudiante 38658,Contaduría,La Libertad,6.58
